hp:0000001	all	all
hp:0007595	redundant skin in infancy	excess skin in infancy
hp:0007596	painful subcutaneous lipomas	painful subcutaneous lipomas
hp:0007596	painful subcutaneous lipomas	painful noncancerous fat tissue tumor under the skin
hp:0007597	congenital palmoplantar keratodermia	congenital palmoplantar keratodermia
hp:0007598	bilateral single transverse palmar creases	bilateral single transverse palmar creases
hp:0007599	generalized reticulate brown pigmentation	generalized reticulate brown pigmentation
hp:0007601	midline facial capillary hemangioma	midline facial capillary hemangioma
hp:0007602	complex palmar dermatoglyphic pattern	complex palmar dermatoglyphic pattern
hp:0007603	freckles in sun-exposed areas	freckles in sun-exposed areas
hp:0007603	freckles in sun-exposed areas	freckles in sun-exposed areas
hp:0007605	excessive wrinkling of palmar skin	excessive wrinkling of palmar skin
hp:0007605	excessive wrinkling of palmar skin	redundant, wrinkled skin of palms
hp:0007606	multiple cutaneous malignancies	multiple cutaneous malignancies
hp:0007607	hypohidrotic ectodermal dysplasia	hypohidrotic ectodermal dysplasia
hp:0007608	abnormal palmar dermal ridges	abnormal palmar dermal ridges
hp:0007609	hypoproteinemic edema	hypoproteinemic edema
hp:0007610	blotching pigmentation of the skin	blotching pigmentation of the skin
hp:0007613	spinous keratoses of palms and soles	spinous keratoses of palms and soles
hp:0007616	nevus flammeus nuchae	nevus flammeus nuchae
hp:0007616	nevus flammeus nuchae	port-wine stain on neck
hp:0007616	nevus flammeus nuchae	stork bite
hp:0007617	fine, reticulate skin pigmentation	fine, reticulate skin pigmentation
hp:0007618	subcutaneous calcification	subcutaneous calcification
hp:0007618	subcutaneous calcification	skin calcification
hp:0007620	cutaneous leiomyoma	cutaneous leiomyoma
hp:0007620	cutaneous leiomyoma	cutaneous leiomyomas
hp:0007620	cutaneous leiomyoma	cutaneous leiomyomata
hp:0007621	telangiectasia of extensor surfaces	telangiectasia of extensor surfaces
hp:0007623	pigmentation anomalies of sun-exposed skin	pigmentation anomalies of sun-exposed skin
hp:0007623	pigmentation anomalies of sun-exposed skin	abnormal pigmentation in sun-exposed skin
hp:0007626	mandibular osteomyelitis	mandibular osteomyelitis
hp:0007626	mandibular osteomyelitis	osteomyelitis, especially of the mandible
hp:0007626	mandibular osteomyelitis	lower jaw bone infection
hp:0007627	mandibular condyle aplasia	mandibular condyle aplasia
hp:0007627	mandibular condyle aplasia	underdevelopment of condylar process of mandible
hp:0007628	mandibular condyle hypoplasia	mandibular condyle hypoplasia
hp:0007628	mandibular condyle hypoplasia	decreased size of mandibular condyle
hp:0007628	mandibular condyle hypoplasia	hypoplasia of subcondylar region of mandible
hp:0007628	mandibular condyle hypoplasia	small mandibular condyle
hp:0007628	mandibular condyle hypoplasia	hypoplasia of mandibular condyle
hp:0007628	mandibular condyle hypoplasia	hypoplasia of condylar process of mandible
hp:0007628	mandibular condyle hypoplasia	decreased size of condylar process of mandible
hp:0007633	bilateral microphthalmos	bilateral microphthalmos
hp:0007633	bilateral microphthalmos	microphthalmia, bilateral
hp:0007633	bilateral microphthalmos	abnormally small eyeball on both sides
hp:0007634	nonarteritic anterior ischemic optic neuropathy	nonarteritic anterior ischemic optic neuropathy
hp:0007641	dyschromatopsia	dyschromatopsia
hp:0007641	dyschromatopsia	color blindness
hp:0007642	congenital stationary night blindness	congenital stationary night blindness
hp:0007642	congenital stationary night blindness	congenital night blindness
hp:0007642	congenital stationary night blindness	static congenital hemeralopia
hp:0007642	congenital stationary night blindness	night blindness since birth
hp:0007643	peripheral tractional retinal detachment	peripheral tractional retinal detachment
hp:0007643	peripheral tractional retinal detachment	tractional retinal detachment at the periphery of the retina
hp:0007643	peripheral tractional retinal detachment	peripheral traction retinal detachment
hp:0007646	absent lower eyelashes	absent lower eyelashes
hp:0007646	absent lower eyelashes	absent lower eyelashes
hp:0007646	absent lower eyelashes	failure of development of lower eyelashes
hp:0007646	absent lower eyelashes	atrichia of lower eyelashes
hp:0007647	congenital extraocular muscle anomaly	congenital extraocular muscle anomaly
hp:0007648	punctate cataract	punctate cataract
hp:0007649	congenital hypertrophy of retinal pigment epithelium	congenital hypertrophy of retinal pigment epithelium
hp:0007650	progressive ophthalmoplegia	progressive ophthalmoplegia
hp:0007651	ectropion of lower eyelids	ectropion of lower eyelids
hp:0007651	ectropion of lower eyelids	lower eyelid turned out
hp:0007654	obsolete retinal striation	obsolete retinal striation
hp:0007655	eversion of lateral third of lower eyelids	eversion of lateral third of lower eyelids
hp:0007656	lacrimal gland aplasia	lacrimal gland aplasia
hp:0007656	lacrimal gland aplasia	absent tear gland
hp:0007657	diffuse nuclear cataract	diffuse nuclear cataract
hp:0007658	large hyperpigmented retinal spots	large hyperpigmented retinal spots
hp:0007659	obsolete decreased retinal pigmentation with dispersion	obsolete decreased retinal pigmentation with dispersion
hp:0007661	abnormality of chorioretinal pigmentation	abnormality of chorioretinal pigmentation
hp:0007663	reduced visual acuity	reduced visual acuity
hp:0007663	reduced visual acuity	central visual loss
hp:0007663	reduced visual acuity	decreased visual acuity
hp:0007663	reduced visual acuity	central blurring of vision
hp:0007663	reduced visual acuity	decreased central vision
hp:0007663	reduced visual acuity	poor visual acuity
hp:0007663	reduced visual acuity	decreased clarity of vision
hp:0007665	curly eyelashes	curly eyelashes
hp:0007665	curly eyelashes	curly eyelashes
hp:0007667	peripheral cystoid retinal degeneration	peripheral cystoid retinal degeneration
hp:0007667	peripheral cystoid retinal degeneration	cystic retinal degeneration
hp:0007667	peripheral cystoid retinal degeneration	peripheral cystoid degeneration
hp:0007668	impaired pursuit initiation and maintenance	impaired pursuit initiation and maintenance
hp:0007670	abnormal vestibulo-ocular reflex	abnormal vestibulo-ocular reflex
hp:0007670	abnormal vestibulo-ocular reflex	abnormal vestibuloocular reflex
hp:0007675	progressive night blindness	progressive night blindness
hp:0007675	progressive night blindness	progressive night blindness
hp:0007676	hypoplasia of the iris	hypoplasia of the iris
hp:0007676	hypoplasia of the iris	hypoplastic iris
hp:0007676	hypoplasia of the iris	iris hypoplasia
hp:0007676	hypoplasia of the iris	underdeveloped iris
hp:0007677	vitelliform-like macular lesions	vitelliform-like macular lesions
hp:0007677	vitelliform-like macular lesions	vitelliform macular lesions
hp:0007678	lacrimal duct stenosis	lacrimal duct stenosis
hp:0007678	lacrimal duct stenosis	nasolacrimal duct stenosis
hp:0007678	lacrimal duct stenosis	narrowing of the tear duct
hp:0007680	depigmented fundus	depigmented fundus
hp:0007685	peripheral retinal avascularization	peripheral retinal avascularization
hp:0007686	abnormal pupillary function	abnormal pupillary function
hp:0007687	unilateral ptosis	unilateral ptosis
hp:0007687	unilateral ptosis	dropping of one upper eyelid
hp:0007688	undetectable light- and dark-adapted electroretinogram	undetectable light- and dark-adapted electroretinogram
hp:0007688	undetectable light- and dark-adapted electroretinogram	absent cone and rod functions by electroretinogram
hp:0007688	undetectable light- and dark-adapted electroretinogram	absent rod-and cone-mediated responses on erg
hp:0007690	map-dot-fingerprint corneal dystrophy	map-dot-fingerprint corneal dystrophy
hp:0007691	obsolete short curly eyelashes	obsolete short curly eyelashes
hp:0007692	obsolete nonnuclear polymorphic congenital cataract	obsolete nonnuclear polymorphic congenital cataract
hp:0007695	abnormal pupillary light reflex	abnormal pupillary light reflex
hp:0007697	hypoplasia of the lower eyelids	hypoplasia of the lower eyelids
hp:0007697	hypoplasia of the lower eyelids	decreased size of lower eyelid
hp:0007697	hypoplasia of the lower eyelids	underdevelopment of lower eyelid
hp:0007698	obsolete retinal pigment epithelial atrophy	obsolete retinal pigment epithelial atrophy
hp:0007700	anterior segment developmental abnormality	anterior segment developmental abnormality
hp:0007700	anterior segment developmental abnormality	anterior chamber cleavage defect
hp:0007700	anterior segment developmental abnormality	anterior chamber cleavage disorder
hp:0007700	anterior segment developmental abnormality	anterior chamber malformation
hp:0007700	anterior segment developmental abnormality	anterior chamber mesodermal anomalies
hp:0007700	anterior segment developmental abnormality	anterior segment mesencyhmal dysgenesis
hp:0007700	anterior segment developmental abnormality	anterior segment ocular dysgenesis
hp:0007700	anterior segment developmental abnormality	anterior segment dysgenesis
hp:0007702	obsolete pigmentary retinal deposits	obsolete pigmentary retinal deposits
hp:0007703	abnormality of retinal pigmentation	abnormality of retinal pigmentation
hp:0007703	abnormality of retinal pigmentation	abnormality of rpe
hp:0007703	abnormality of retinal pigmentation	abnormality of retinal pigment epithelium
hp:0007703	abnormality of retinal pigmentation	retinal pigmentary anomaly
hp:0007703	abnormality of retinal pigmentation	abnormal retinal pigmentation
hp:0007704	paroxysmal involuntary eye movements	paroxysmal involuntary eye movements
hp:0007704	paroxysmal involuntary eye movements	abnormal eye movements, paroxysmal
hp:0007705	corneal degeneration	corneal degeneration
hp:0007707	aphakia	aphakia
hp:0007708	absent inner eyelashes	absent inner eyelashes
hp:0007708	absent inner eyelashes	absent inner eyelashes
hp:0007709	band-shaped corneal dystrophy	band-shaped corneal dystrophy
hp:0007710	peripheral vitreous opacities	peripheral vitreous opacities
hp:0007712	obsolete choroidal dystrophy	obsolete choroidal dystrophy
hp:0007713	obsolete juvenile zonular cataracts	obsolete juvenile zonular cataracts
hp:0007715	weak extraocular muscles	weak extraocular muscles
hp:0007716	uveal melanoma	uveal melanoma
hp:0007716	uveal melanoma	intraocular melanoma
hp:0007717	chronic irritative conjunctivitis	chronic irritative conjunctivitis
hp:0007720	flat cornea	flat cornea
hp:0007720	flat cornea	cornea plana
hp:0007721	saccular conjunctival dilatations	saccular conjunctival dilatations
hp:0007722	retinal pigment epithelial atrophy	retinal pigment epithelial atrophy
hp:0007727	opacification of the corneal epithelium	opacification of the corneal epithelium
hp:0007727	opacification of the corneal epithelium	superficial corneal opacities
hp:0007728	congenital miosis	congenital miosis
hp:0007730	iris hypopigmentation	iris hypopigmentation
hp:0007730	iris hypopigmentation	reduced iris pigmentation
hp:0007730	iris hypopigmentation	light eye color
hp:0007731	chorioretinal dysplasia	chorioretinal dysplasia
hp:0007732	lacrimal gland hypoplasia	lacrimal gland hypoplasia
hp:0007732	lacrimal gland hypoplasia	hypoplastic lacrimal gland
hp:0007732	lacrimal gland hypoplasia	underdeveloped tear gland
hp:0007733	laterally curved eyebrow	laterally curved eyebrow
hp:0007734	enlarged lacrimal glands	enlarged lacrimal glands
hp:0007734	enlarged lacrimal glands	enlarged tear gland
hp:0007736	obsolete pericentral retinal dystrophy	obsolete pericentral retinal dystrophy
hp:0007737	bone spicule pigmentation of the retina	bone spicule pigmentation of the retina
hp:0007737	bone spicule pigmentation of the retina	bone corpuscle fundus pigmentation
hp:0007737	bone spicule pigmentation of the retina	fundus with peripheral bony spicules
hp:0007737	bone spicule pigmentation of the retina	retinal bone corpuscle pigmentation
hp:0007737	bone spicule pigmentation of the retina	retinal pigmented bone spicules
hp:0007738	uncontrolled eye movements	uncontrolled eye movements
hp:0007739	obsolete mildly reduced visual acuity	obsolete mildly reduced visual acuity
hp:0007740	long eyelashes in irregular rows	long eyelashes in irregular rows
hp:0007740	long eyelashes in irregular rows	long eyelashes in irregular rows
hp:0007744	obsolete iridoretinal coloboma	obsolete iridoretinal coloboma
hp:0007747	monocular horizontal nystagmus	monocular horizontal nystagmus
hp:0007748	obsolete irido-fundal coloboma	obsolete irido-fundal coloboma
hp:0007750	hypoplasia of the fovea	hypoplasia of the fovea
hp:0007750	hypoplasia of the fovea	foveal hypoplasia
hp:0007754	macular dystrophy	macular dystrophy
hp:0007755	juvenile epithelial corneal dystrophy	juvenile epithelial corneal dystrophy
hp:0007756	obsolete slitlike anterior chamber angles in children	obsolete slitlike anterior chamber angles in children
hp:0007757	obsolete hypoplasia of choroid	obsolete hypoplasia of choroid
hp:0007758	obsolete congenital visual impairment	obsolete congenital visual impairment
hp:0007759	opacification of the corneal stroma	opacification of the corneal stroma
hp:0007759	opacification of the corneal stroma	cloudy cornea
hp:0007759	opacification of the corneal stroma	corneal stromal opacity
hp:0007760	crystalline corneal dystrophy	crystalline corneal dystrophy
hp:0007761	pericentral scotoma	pericentral scotoma
hp:0007763	retinal telangiectasia	retinal telangiectasia
hp:0007765	deep anterior chamber	deep anterior chamber
hp:0007766	optic disc hypoplasia	optic disc hypoplasia
hp:0007766	optic disc hypoplasia	hypoplastic optic disks
hp:0007768	central retinal vessel vascular tortuosity	central retinal vessel vascular tortuosity
hp:0007768	central retinal vessel vascular tortuosity	tortuosity of main retinal vessels
hp:0007769	peripheral retinal degeneration	peripheral retinal degeneration
hp:0007770	hypoplasia of the retina	hypoplasia of the retina
